row_id,date,customer_name,material_code,material_description,pick_qty,pick_uom,menu_type
3104,2025-05-13,Pos20,600202,Beetroot Rasam,3.0,KG,LUNCH
3105,2025-05-13,Pos20,602729,Vegetable Sambar,3.0,KG,LUNCH
3106,2025-05-13,RUB21,600363,Carrot Sadam_Smr,35.1,KG,DINNER
3107,2025-05-13,RUB21,600363,Carrot Sadam_Smr,36.98,KG,LUNCH
3108,2025-05-13,RUB21,600710,Curd Rice - Cf_Br Rice,8.06,KG,DINNER
3109,2025-05-13,RUB21,600710,Curd Rice - Cf_Br Rice,8.17,KG,LUNCH
3110,2025-05-13,RUB21,601410,Lemon Rice_Smr,21.87,KG,BREAKFAST
3111,2025-05-13,RUB21,601560,Medu Vada,5.98,EA,DINNER
3112,2025-05-13,RUB21,601560,Medu Vada,500.09,EA,LUNCH
3113,2025-05-13,RUB21,602018,Pineapple Rasam,5.98,KG,DINNER
3114,2025-05-13,RUB21,602018,Pineapple Rasam,18.06,KG,LUNCH
3115,2025-05-13,RUB21,602140,Rava Pongal,28.08,KG,DINNER
3116,2025-05-13,RUB21,602140,Rava Pongal,24.94,KG,LUNCH
3117,2025-05-13,RUB21,602291,Sorekai Keerai Kootu,23.92,KG,DINNER
3118,2025-05-13,RUB21,602291,Sorekai Keerai Kootu,24.94,KG,LUNCH
3119,2025-05-13,RUB21,602530,Tiffin Sambar,15.12,KG,BREAKFAST
3120,2025-05-13,RUB21,602614,Urulai Milagu Pirattal,22.1,KG,DINNER
3121,2025-05-13,RUB21,602614,Urulai Milagu Pirattal,24.94,KG,LUNCH
3122,2025-05-13,RUB21,602622,Vathal Kuzhambu,22.88,KG,DINNER
3123,2025-05-13,RUB21,602622,Vathal Kuzhambu,24.94,KG,LUNCH
3124,2025-05-13,RUB21,602624,Vazhakkai Lobia Poriyal,22.1,KG,DINNER
3125,2025-05-13,RUB21,602624,Vazhakkai Lobia Poriyal,21.93,KG,LUNCH
3126,2025-05-13,RUB21,602729,Vegetable Sambar,15.08,KG,DINNER
3127,2025-05-13,RUB21,602729,Vegetable Sambar,18.06,KG,LUNCH
3128,2025-05-13,RUB21,611390,Urulai Pattani Masala,22.1,KG,DINNER
3129,2025-05-13,RUB21,611390,Urulai Pattani Masala,24.94,KG,LUNCH
3130,2025-05-13,RUB21,611809,Vegetable Chettinadu,260.0,KG,DINNER
3131,2025-05-13,RUB21,611809,Vegetable Chettinadu,27.95,KG,LUNCH
3132,2025-05-13,RUB21,612122,Palak Idly,349.96,EA,DINNER
3133,2025-05-13,RUB21,612122,Palak Idly,270.04,EA,LUNCH
3134,2025-05-13,RUB21,612184,Paneer Chetinadu,24.96,KG,DINNER
3135,2025-05-13,RUB21,612184,Paneer Chetinadu,24.08,KG,LUNCH
3136,2025-05-13,SBM22,600709,Curd Rice_Br Rice,11.0,KG,LUNCH
3137,2025-05-13,SBM22,601160,Jeera Rasam,7.0,KG,LUNCH
3138,2025-05-13,SBM22,602729,Vegetable Sambar,12.0,KG,LUNCH
3139,2025-05-13,Sam5,600251,Bisi Bele Bath_Bullet Rice,21.6,KG,BREAKFAST
3140,2025-05-13,Sam5,600709,Curd Rice_Br Rice,19.8,KG,LUNCH
3141,2025-05-13,Sam5,601220,Kara Bath,15.3,KG,BREAKFAST
3142,2025-05-13,Sam5,601298,Kesari Bath,3.6,KG,BREAKFAST
3143,2025-05-13,Sam5,602239,Sambar Sadam_Br Rice,36.0,KG,LUNCH
3144,2025-05-13,Sam5,602461,Tamil Nadu Pongal_Bullet Rice,18.0,KG,BREAKFAST
3145,2025-05-13,Sam5,602530,Tiffin Sambar,78.3,KG,BREAKFAST
3146,2025-05-13,Sam5,602570,Tomato Rasam,41.4,KG,LUNCH
3147,2025-05-13,Sam5,602615,Urulai Podimas,41.4,KG,LUNCH
3148,2025-05-13,Sam5,602656,Veg Kurma,36.0,KG,LUNCH
3149,2025-05-13,Sam5,602729,Vegetable Sambar,88.2,KG,LUNCH
3150,2025-05-13,Sam5,611408,Bele Saaru,36.0,KG,LUNCH
3151,2025-05-13,Sam5,611545,Karnataka Rice Bath,36.0,KG,LUNCH
3152,2025-05-13,THE24,600710,Curd Rice - Cf_Br Rice,0.0,KG,LUNCH
3153,2025-05-13,THE24,602729,Vegetable Sambar,0.0,KG,LUNCH
3154,2025-05-13,THE24,612227,Coriander Rasam,0.0,KG,LUNCH
3155,2025-05-13,UBE12,600251,Bisi Bele Bath_Bullet Rice,24.75,KG,BREAKFAST
3156,2025-05-13,UBE12,600710,Curd Rice - Cf_Br Rice,33.3,KG,LUNCH
3157,2025-05-13,UBE12,601160,Jeera Rasam,28.8,KG,LUNCH
3158,2025-05-13,UBE12,601278,Keerai Pappu,37.8,KG,LUNCH
3159,2025-05-13,UBE12,601560,Medu Vada,20.25,EA,BREAKFAST
3160,2025-05-13,UBE12,602530,Tiffin Sambar,45.0,KG,BREAKFAST
3161,2025-05-13,UBE12,602543,Tomato Chutney,15.0,KG,BREAKFAST
3162,2025-05-13,UBE12,611323,Mallige Idly,300.0,EA,BREAKFAST
3163,2025-05-13,WM 27,600100,Aloo Poha Bath,109.2,KG,BREAKFAST
3164,2025-05-13,WM 27,600201,Beetroot Poriyal,21.75,KG,DINNER
3165,2025-05-13,WM 27,600247,Bisi Bele Bath_Smr,280.0,KG,BREAKFAST
3166,2025-05-13,WM 27,600247,Bisi Bele Bath_Smr,300.0,KG,LUNCH
3167,2025-05-13,WM 27,601224,Kara Pongal_Smr,30.0,KG,DINNER
3168,2025-05-13,WM 27,602091,Punugulu,1800.4,EA,BREAKFAST
3169,2025-05-13,WM 27,602530,Tiffin Sambar,198.8,KG,BREAKFAST
3170,2025-05-13,WM 27,602570,Tomato Rasam,15.0,KG,DINNER
3171,2025-05-13,WM 27,602570,Tomato Rasam,90.0,KG,LUNCH
3172,2025-05-13,WM 27,602610,Udupi Kai Kari Kurma,120.0,KG,LUNCH
3173,2025-05-13,WM 27,602615,Urulai Podimas,100.0,KG,LUNCH
3174,2025-05-13,WM 27,602656,Veg Kurma,200.0,KG,LUNCH
3175,2025-05-13,WM 27,602729,Vegetable Sambar,20.25,KG,DINNER
3176,2025-05-13,WM 27,602729,Vegetable Sambar,110.0,KG,LUNCH
3177,2025-05-13,WM 27,611484,Drumstick Mango Pachadi,21.75,KG,DINNER
3178,2025-05-13,Xia13,600710,Curd Rice - Cf_Br Rice,7.7,KG,LUNCH
3179,2025-05-13,Xia13,601160,Jeera Rasam,7.7,KG,LUNCH
3180,2025-05-13,Xia13,602283,Snake Gourd Chana Poriyal,9.9,KG,LUNCH
3181,2025-05-13,Xia13,602289,Soppu Saaru,16.5,KG,LUNCH
3182,2025-05-13,Xia13,602656,Veg Kurma,17.6,KG,LUNCH
3183,2025-05-13,Xia13,611576,Nilgri Sadam,12.65,KG,LUNCH
3184,2025-05-13,AMA6,602796,White Pumkins Halwa,196.8,KG,LUNCH
3185,2025-05-13,Aka29,602008,Phirni,11.2,KG,LUNCH
3186,2025-05-13,BAN1,601541,Masala Papad Fry,0.52,KG,BQT LUNCH
3187,2025-05-13,BAN1,602273,Shahi Tukda,8.0,EA,BQT LUNCH
3188,2025-05-13,Boe2,602259,Semiya Payasam,97.9,KG,LUNCH
3189,2025-05-13,FAI14,602425,Sweet Boondi,30.1,KG,LUNCH
3190,2025-05-13,GSK30,600168,Banana Kesari Bath,2.8,KG,BREAKFAST
3191,2025-05-13,GSK30,602425,Sweet Boondi,1.9,KG,LUNCH
3192,2025-05-13,Gre3,600270,Boondi Ladoo Sweet,458.15,EA,LUNCH
3193,2025-05-13,Gre3,600358,Carrot Halwa,77.0,KG,DINNER
3194,2025-05-13,HP 15,600158,Badusha Sweet,7.7,EA,DINNER
3195,2025-05-13,HP 15,600270,Boondi Ladoo Sweet,26.46,EA,LUNCH
3196,2025-05-13,HP 16,600158,Badusha Sweet,7.865,EA,DINNER
3197,2025-05-13,HP 16,600270,Boondi Ladoo Sweet,24.99,EA,LUNCH
3198,2025-05-13,Ind4,601054,Gulab Jamun Sweet,65.0,EA,LUNCH
3199,2025-05-13,Mar28,601476,Malpua Sweet,733.5,EA,LUNCH
3200,2025-05-13,Mot17,601784,Mysore Pak Sweet,102.704,EA,LUNCH
3201,2025-05-13,Pos20,602845,Rasamalai Home Made,60.0,EA,LUNCH
3202,2025-05-13,RUB21,600139,Aval Payasam,17.94,KG,DINNER
3203,2025-05-13,RUB21,600139,Aval Payasam,15.05,KG,LUNCH
3204,2025-05-13,RUB21,601784,Mysore Pak Sweet,199.94,EA,DINNER
3205,2025-05-13,RUB21,601784,Mysore Pak Sweet,500.09,EA,LUNCH
3206,2025-05-13,SBM22,602128,Rasgulla,60.0,EA,LUNCH
3207,2025-05-13,Sam5,601202,Kala Jamun Sweet,174.6,EA,LUNCH
3208,2025-05-13,Sam5,602128,Rasgulla,667.8,EA,LUNCH
3209,2025-05-13,UBE12,600214,Besan Ladoo Sweet,568.8,EA,LUNCH
3210,2025-05-13,WM 27,600158,Badusha Sweet,750.0,EA,DINNER
3211,2025-05-13,WM 27,602210,Sabudana Payasam,250.0,KG,LUNCH
3212,2025-05-13,Xia13,602210,Sabudana Payasam,18.7,KG,LUNCH
3213,2025-05-04,AMA6,600038,Aloo Bonda,3290.0,EA,BREAKFAST
3214,2025-05-04,FAI14,602636,Veg Fried Rice_Smr,7.0,KG,LUNCH
3215,2025-05-04,FAI14,602713,Vegetable Manchurian,5.0,KG,LUNCH
3216,2025-05-04,AMA6,601017,Green Salad,0.0,KG,LUNCH
3217,2025-05-04,Pho10,600334,Cajun Dusted Grilled Chicken Breast,2.0,KG,LUNCH
3218,2025-05-04,Pho10,601101,Hot And Sour Veg Soup,5.0,L,LUNCH
3219,2025-05-04,Pho10,601786,Nachos Tex Max _Live,20.0,EA,LUNCH
3220,2025-05-04,Pho10,602217,Salad Bar _Cf_H,3.0,KG,LUNCH
3221,2025-05-04,Pho10,611672,Chicken Burrito Served With Rice And Bea,20.0,EA,LUNCH
3222,2025-05-04,Pho10,612134,Refried Beans Rice,5.0,KG,LUNCH
3223,2025-05-04,Pho10,612212,Burrito Rice,20.0,KG,LUNCH
3224,2025-05-04,FAI14,602136,Rava Idly,20.0,EA,BREAKFAST
3225,2025-05-04,Pho10,611377,Chicken Curry,13.0,KG,LUNCH
3226,2025-05-04,AMA6,600755,Dal Fry,0.0,KG,LUNCH
3227,2025-05-04,Aka29,601555,Masoor Dal Tadka,2.505,KG,DINNER
3228,2025-05-04,Aka29,602548,Tomato Dal Fry,3.51,KG,LUNCH
3229,2025-05-04,Aka29,611432,Chatpata Mix Veg,2.505,KG,DINNER
3230,2025-05-04,Aka29,611485,Dum Aloo Banarasi,2.505,KG,DINNER
3231,2025-05-04,FAI14,600035,Aloo Bhujia_Cf,5.0,KG,LUNCH
3232,2025-05-04,FAI14,600755,Dal Fry,3.0,KG,DINNER
3233,2025-05-04,FAI14,601189,Kadi Pakodi,3.0,KG,DINNER
3234,2025-05-04,FAI14,602581,Toor Dal Tadka-Cf-L,6.0,KG,LUNCH
3235,2025-05-04,FAI14,611432,Chatpata Mix Veg,3.0,KG,DINNER
3236,2025-05-04,Pho10,602302,Soya Capsicum Dry,5.0,KG,LUNCH
3237,2025-05-04,Pho10,602394,Subzi Kadai Masala - Cost Food,5.0,KG,LUNCH
3238,2025-05-04,Pho10,611923,Dal Adraki,7.0,KG,LUNCH
3239,2025-05-04,AMA6,602363,Steamed Rice - Bullet Rice,0.0,KG,LUNCH
3240,2025-05-04,Aka29,602363,Steamed Rice - Bullet Rice,4.5,KG,DINNER
3241,2025-05-04,Aka29,602363,Steamed Rice - Bullet Rice,6.0,KG,LUNCH
3242,2025-05-04,FAI14,602363,Steamed Rice - Bullet Rice,3.0,KG,DINNER
3243,2025-05-04,FAI14,602363,Steamed Rice - Bullet Rice,6.0,KG,LUNCH
3244,2025-05-04,Pho10,601269,Kashmiri Pulao - Sona Masoori Rice,15.0,KG,LUNCH
3245,2025-05-04,Pho10,602356,Steamed _Kollam Rice,7.0,KG,LUNCH
3246,2025-05-04,Sam5,601544,Masala Pulao_Smr,21.96,KG,LUNCH
3247,2025-05-04,AMA6,600602,Coconut Chutney,141.0,KG,BREAKFAST
3248,2025-05-04,AMA6,601409,Lemon Rasam,0.0,KG,LUNCH
3249,2025-05-04,AMA6,602537,Tomato Bath_Smr,470.0,KG,BREAKFAST
3250,2025-05-04,AMA6,602902,Chow Chow Palya,0.0,KG,LUNCH
3251,2025-05-04,Aka29,600602,Coconut Chutney,1.5,KG,BREAKFAST
3252,2025-05-04,Aka29,601181,Kadala Curry,3.51,KG,LUNCH
3253,2025-05-04,Aka29,601560,Medu Vada,25.0,EA,BREAKFAST
3254,2025-05-04,Aka29,601624,Mix Veg Poriyal,3.51,KG,LUNCH
3255,2025-05-04,Aka29,602007,Pepper Rasam,3.51,KG,LUNCH
3256,2025-05-04,Aka29,602530,Tiffin Sambar,3.0,KG,BREAKFAST
3257,2025-05-04,Aka29,602538,Tomato Bath_Bullet Rice,6.0,KG,BREAKFAST
3258,2025-05-04,Aka29,602729,Vegetable Sambar,1.995,KG,DINNER
3259,2025-05-04,FAI14,600602,Coconut Chutney,1.0,KG,BREAKFAST
3260,2025-05-04,FAI14,601160,Jeera Rasam,3.0,KG,LUNCH
3261,2025-05-04,FAI14,602258,Semiya Bath,2.0,KG,BREAKFAST
3262,2025-05-04,FAI14,602530,Tiffin Sambar,1.0,KG,BREAKFAST
3263,2025-05-04,FAI14,602729,Vegetable Sambar,3.0,KG,LUNCH
3264,2025-05-04,FAI14,602766,Wada,20.0,EA,BREAKFAST
3265,2025-05-04,Pho10,600710,Curd Rice - Cf_Br Rice,3.0,KG,LUNCH
3266,2025-05-04,Pho10,601160,Jeera Rasam,4.0,KG,LUNCH
3267,2025-05-04,Pho10,602729,Vegetable Sambar,5.0,KG,LUNCH
3268,2025-05-04,Sam5,600353,Carrot Beans Poriyal,15.0,KG,LUNCH
3269,2025-05-04,Sam5,601160,Jeera Rasam,14.04,KG,LUNCH
3270,2025-05-04,Sam5,602729,Vegetable Sambar,18.0,KG,LUNCH
3271,2025-05-04,AMA6,601054,Gulab Jamun Sweet,0.0,EA,LUNCH
3272,2025-05-04,Aka29,600158,Badusha Sweet,15.0,EA,DINNER
3273,2025-05-04,Aka29,601784,Mysore Pak Sweet,24.99,EA,LUNCH
3274,2025-05-04,FAI14,600270,Boondi Ladoo Sweet,10.0,EA,DINNER
3275,2025-05-04,FAI14,600801,Doodh Peda Sweet,50.0,EA,LUNCH
3276,2025-05-04,Pho10,602128,Rasgulla,100.0,EA,LUNCH
3277,2025-05-14,Ind4,601342,KORI GASSI CHICKEN CF_CBL,5.005,KG,LUNCH
3278,2025-05-14,BAN1,600087,Aloo Papdi Chaat,10.0,EA,BQT LUNCH
3279,2025-05-14,BAN1,600223,Bhel Puri,10.0,EA,BQT LUNCH
3280,2025-05-14,BAN1,600753,Dahi Potato Puri,10.0,EA,BQT LUNCH
3281,2025-05-14,BAN1,600788,Dahi Papdi Chaat,10.0,EA,BQT LUNCH
3282,2025-05-14,BAN1,601545,Masala Puri,10.0,EA,BQT LUNCH
3283,2025-05-14,BAN1,601611,Mint Chutney,2.4,KG,BQT SNACKS
3284,2025-05-14,BAN1,601838,Onion Kachori,120.0,EA,BQT SNACKS
3285,2025-05-14,BAN1,601910,Pani Puri Khara,10.0,EA,BQT LUNCH
3286,2025-05-14,BAN1,601912,Pani Puri Sweet,10.0,EA,BQT LUNCH
3287,2025-05-14,BAN1,602265,Sev Puri,10.0,EA,BQT LUNCH
3288,2025-05-14,BAN1,602426,Sweet Chutney,2.4,KG,BQT SNACKS
3289,2025-05-14,Boe2,611465,Corn Papadi Chaat,890.0,EA,LUNCH
3290,2025-05-14,FAI14,602426,Sweet Chutney,4.55,KG,LUNCH
3291,2025-05-14,Ind4,601910,Pani Puri Khara,39.975,EA,LUNCH
3292,2025-05-14,Ind4,611382,Onion Samosa,44.98,EA,LUNCH
3293,2025-05-14,Mot17,600078,Aloo Mutter Samosa,102.704,EA,LUNCH
3294,2025-05-14,Pos20,601910,Pani Puri Khara,39.97,EA,LUNCH
3295,2025-05-14,Sam5,600078,Aloo Mutter Samosa,136.0,EA,LUNCH
3296,2025-05-14,Sam5,600747,Dabeli,630.7,EA,LUNCH
3297,2025-05-14,THE24,600789,Dahi Vada,6.05,EA,LUNCH
3298,2025-05-14,WM 27,600038,Aloo Bonda,1800.4,EA,BREAKFAST
3299,2025-05-14,AMA6,602636,Veg Fried Rice_Smr,129.25,KG,LUNCH
3300,2025-05-14,BAN1,600978,Gobi Manchurian,14.4,KG,BQT SNACKS
3301,2025-05-14,McK8,600570,Chilli Chicken- Cf_Bone,6.0,KG,LUNCH
3302,2025-05-14,McK8,602702,Vegetable Hakka Noodles,7.0,KG,LUNCH
3303,2025-05-14,McK8,602713,Vegetable Manchurian,4.0,KG,LUNCH
3304,2025-05-14,Pho10,601479,Manchow Veg Soup,0.0,L,LUNCH
3305,2025-05-14,Xia13,601479,Manchow Veg Soup,8.8,L,LUNCH
3306,2025-05-14,AMA6,601017,Green Salad,267.9,KG,LUNCH
3307,2025-05-14,AMA6,601093,Herb Roasted Potato,15.0,KG,BREAKFAST
3308,2025-05-14,AMA6,601959,Parsley Rice_Alishan Bm,117.5,KG,LUNCH
3309,2025-05-14,AMA6,602473,Tartar Sauce,75.2,KG,LUNCH
3310,2025-05-14,BAN1,601034,Grilled Chicken Sandwich_Breast,40.0,EA,BQT LUNCH
3311,2025-05-14,BAN1,602217,Salad Bar _Cf_H,1.0,KG,BQT LUNCH
3312,2025-05-14,BAN1,602540,Tomato Cheese Sandwich,40.0,EA,BQT LUNCH
3313,2025-05-14,BAN1,603738,Cilantro Fried Fish With Remoulade Sauce,6.0,KG,BQT LUNCH
3314,2025-05-14,Boe2,612050,Black Eyed Beans Salad,71.2,KG,LUNCH
3315,2025-05-14,Gre3,600997,Green Moong Sprouts,69.6,KG,DINNER
3316,2025-05-14,Gre3,611350,Kala Channa Sundal,36.85,KG,LUNCH
3317,2025-05-14,HP 15,601017,Green Salad,3.3,KG,DINNER
3318,2025-05-14,HP 15,601017,Green Salad,8.46,KG,LUNCH
3319,2025-05-14,HP 16,601017,Green Salad,3.135,KG,DINNER
3320,2025-05-14,HP 16,601017,Green Salad,7.99,KG,LUNCH
3321,2025-05-14,Ind4,601017,Green Salad,2.015,KG,LUNCH
3322,2025-05-14,Ind4,601598,Mexican Redbean Soup,2.015,L,LUNCH
3323,2025-05-14,Ind4,602220,Salad Bar_Live Station,39.975,EA,LUNCH
3324,2025-05-14,Ind4,602588,Tossed Salad,2.015,KG,LUNCH
3325,2025-05-14,Mar28,600192,Beetroot Salad,40.3,KG,LUNCH
3326,2025-05-14,McK8,601598,Mexican Redbean Soup,2.0,L,LUNCH
3327,2025-05-14,McK8,602588,Tossed Salad,1.0,KG,LUNCH
3328,2025-05-14,Mot17,601633,Moong Dal Kosambari Salad,1.904,KG,LUNCH
3329,2025-05-14,NUT18,611533,Kabuli Channa Sundal,37.8,KG,LUNCH
3330,2025-05-14,PEG9,601786,Nachos Tex Max _Live,220.0,EA,LUNCH
3331,2025-05-14,PEG9,602217,Salad Bar _Cf_H,9.9,KG,LUNCH
3332,2025-05-14,PEG9,603880,Quinoa Falafel With Tahina Sauce,220.0,EA,LUNCH
3333,2025-05-14,Pho10,601598,Mexican Redbean Soup,55.0,L,LUNCH
3334,2025-05-14,Pho10,602155,Red Bean Rice_India Gate Rice,55.0,KG,LUNCH
3335,2025-05-14,Pho10,602176,Roasted Potato Wedges,70.4,KG,LUNCH
3336,2025-05-14,Pho10,602217,Salad Bar _Cf_H,90.2,KG,LUNCH
3337,2025-05-14,Pho10,603740,Bean Stew,24.2,KG,LUNCH
3338,2025-05-14,Pho10,611529,Jamaican Jerk Chicken Wrap,899.8,EA,LUNCH
3339,2025-05-14,Pho10,611593,Pesto Grilled Chicken,30.8,KG,LUNCH
3340,2025-05-14,Pho10,611874,Mexican Wraps,699.6,EA,LUNCH
3341,2025-05-14,Pos20,602229,Saladbar_Wed,3.01,KG,LUNCH
3342,2025-05-14,Pos20,611651,Barbeque Mushroom & Corn,4.97,KG,LUNCH
3343,2025-05-14,RUB21,602096,Quesadillas,430.0,EA,LUNCH
3344,2025-05-14,RUB21,603810,Chinese Lemon Chicken_Bone,22.1,KG,DINNER
3345,2025-05-14,RUB21,611537,Kaffir Lime Chicken Broth,4.94,L,DINNER
3346,2025-05-14,RUB21,611581,Palak Jeera Shorba,4.94,L,DINNER
3347,2025-05-14,SBM22,601017,Green Salad,15.0,KG,LUNCH
3348,2025-05-14,THE24,600334,Cajun Dusted Grilled Chicken Breast,1.54,KG,LUNCH
3349,2025-05-14,THE24,602217,Salad Bar _Cf_H,1.54,KG,LUNCH
3350,2025-05-14,UBE12,600259,Boiled Egg_Cf,399.75,EA,BREAKFAST
3351,2025-05-14,UBE12,600854,Farfalle Pasta_White Sauce,33.3,KG,LUNCH
3352,2025-05-14,UBE12,601598,Mexican Redbean Soup,23.4,L,LUNCH
3353,2025-05-14,UBE12,611952,Chicken Hot Pot,23.4,L,LUNCH
3354,2025-05-14,WM 27,600670,Cream Of Tomato Soup,397.5,L,LUNCH
3355,2025-05-14,BAN1,602009,Pickle 5Kg,1.0,KG,BQT LUNCH
3356,2025-05-14,BAN1,602555,Tomato Ketchup,2.4,KG,BQT SNACKS
3357,2025-05-14,Aka29,600094,Aloo Paratha_Cf,200.0,EA,BREAKFAST
3358,2025-05-14,BAN1,602480,Tawa Paratha,20.0,EA,BQT LUNCH
3359,2025-05-14,AMA6,600830,Egg Curry,7.05,KG,LUNCH
3360,2025-05-14,Aka29,601059,Guntur Chicken Dry_Cbl,18.0,KG,LUNCH
3361,2025-05-14,Boe2,611922,Chicken Amritsari,133.5,KG,LUNCH
3362,2025-05-14,FAI14,611373,Madrasi Chicken Masala,1.95,KG,LUNCH
3363,2025-05-14,Gre3,600311,Butter Chicken_Cf_Bone,68.75,KG,LUNCH
3364,2025-05-14,Gre3,611449,Chicken Sukka,20.4,KG,DINNER
3365,2025-05-14,HP 15,600455,Chicken Changezi_Bone,3.24,KG,LUNCH
3366,2025-05-14,HP 15,600815,Dum Ka Murgh _Bone,3.3,KG,DINNER
3367,2025-05-14,HP 15,601340,Kori Gassi _Bone,3.24,KG,LUNCH
3368,2025-05-14,HP 16,600455,Chicken Changezi_Bone,3.06,KG,LUNCH
3369,2025-05-14,HP 16,600815,Dum Ka Murgh _Bone,3.135,KG,DINNER
3370,2025-05-14,HP 16,601340,Kori Gassi _Bone,3.06,KG,LUNCH
3371,2025-05-14,Mot17,600952,Goan Chicken Curry_Bone,6.496,KG,LUNCH
3372,2025-05-14,NUT18,601713,Murgh Rogan Josh _Bone,123.3,KG,LUNCH
3373,2025-05-14,Pos20,601344,Kori Gassi -Chicken -Cf_Bone,7.0,KG,LUNCH
3374,2025-05-14,RUB21,600494,Chicken Jalfrezi _Bone,27.95,KG,LUNCH
3375,2025-05-14,RUB21,600840,Egg Roast Masala,6.88,KG,LUNCH
3376,2025-05-14,RUB21,603789,Chicken Stroganoff_Bone,5.94,KG,BREAKFAST
3377,2025-05-14,RUB21,611523,Home Style Chicken Curry,24.96,KG,DINNER
3378,2025-05-14,SBM22,601340,Kori Gassi _Bone,15.0,KG,LUNCH
3379,2025-05-14,THE24,600486,Chicken Golkonda-Cf_Bone,8.03,KG,LUNCH
3380,2025-05-14,UBE12,612071,Mughalai Chicken,61.2,KG,LUNCH
3381,2025-05-14,WM 27,600830,Egg Curry,20.25,KG,DINNER
3382,2025-05-14,WM 27,600832,Egg Do Pyaza,79.5,KG,LUNCH
3383,2025-05-14,WM 27,601344,Kori Gassi -Chicken -Cf_Bone,498.2,KG,LUNCH
3384,2025-05-14,WM 27,611446,Chicken Roast,69.75,KG,DINNER
3385,2025-05-14,Xia13,601255,Karaikudi Koli Kurma _Bone,46.2,KG,LUNCH
3386,2025-05-14,AMA6,600059,Aloo Gobi Masala,192.7,KG,LUNCH
3387,2025-05-14,AMA6,601860,Palak Paneer - Cost Food,213.85,KG,LUNCH
3388,2025-05-14,AMA6,601902,Paneer Tikka,79.9,KG,LUNCH
3389,2025-05-14,AMA6,602817,Yellow Moong Dal Tadka-Cf-H,180.95,KG,LUNCH
3390,2025-05-14,Aka29,600757,Dal Gujrathi_Cf_L,18.0,KG,LUNCH
3391,2025-05-14,Aka29,601475,Malai Paneer -Cf-H,18.0,KG,LUNCH
3392,2025-05-14,Aka29,602014,Pindi Choley,11.8,KG,BREAKFAST
3393,2025-05-14,BAN1,600965,Gobi Ka Salan,1.0,KG,BQT LUNCH
3394,2025-05-14,BAN1,611900,Aloo palak Paratha roll,120.0,EA,BQT SNACKS
3395,2025-05-14,Boe2,600760,Dal Khichdi_Cf_Br Rice,160.2,KG,LUNCH
3396,2025-05-14,Boe2,601555,Masoor Dal Tadka,106.8,KG,LUNCH
3397,2025-05-14,Boe2,601919,Paneer Achari Masala - Cost Food,115.7,KG,LUNCH
3398,2025-05-14,FAI14,600779,Dalcha,60.45,KG,LUNCH
3399,2025-05-14,FAI14,601860,Palak Paneer - Cost Food,65.0,KG,LUNCH
3400,2025-05-14,FAI14,611326,Cabbage Mutter,41.6,KG,LUNCH
3401,2025-05-14,GSK30,600234,Bhindi Sambhariya,11.4,KG,LUNCH
3402,2025-05-14,GSK30,600785,Dhaba Dal,19.0,KG,LUNCH
3403,2025-05-14,GSK30,601471,Malai Kofta -Cf,13.3,KG,LUNCH
3404,2025-05-14,GSK30,601618,Mirch Ka Salan - Cf,9.5,KG,LUNCH
3405,2025-05-14,GSK30,602115,Rajma Raseela,17.1,KG,LUNCH
3406,2025-05-14,Gre3,600755,Dal Fry,39.6,KG,DINNER
3407,2025-05-14,Gre3,602400,Subzi Makhani - Cost Food,50.4,KG,DINNER
3408,2025-05-14,Gre3,602579,Toor Dal Tadka,29.15,KG,LUNCH
3409,2025-05-14,HP 15,600059,Aloo Gobi Masala,8.46,KG,LUNCH
3410,2025-05-14,HP 15,600813,Dum Aloo Kashmiri - Cost Food,3.85,KG,DINNER
3411,2025-05-14,HP 15,601555,Masoor Dal Tadka,15.84,KG,LUNCH
3412,2025-05-14,HP 15,601618,Mirch Ka Salan - Cf,1.8,KG,LUNCH
3413,2025-05-14,HP 15,601885,Paneer Lababdar _ Cf,14.76,KG,LUNCH
3414,2025-05-14,HP 15,602305,Soya Kadai Masala - Cost Food,3.85,KG,DINNER
3415,2025-05-14,HP 16,600059,Aloo Gobi Masala,7.99,KG,LUNCH
3416,2025-05-14,HP 16,600813,Dum Aloo Kashmiri - Cost Food,3.905,KG,DINNER
3417,2025-05-14,HP 16,601555,Masoor Dal Tadka,14.96,KG,LUNCH
3418,2025-05-14,HP 16,601885,Paneer Lababdar _ Cf,13.94,KG,LUNCH
3419,2025-05-14,HP 16,602305,Soya Kadai Masala - Cost Food,3.905,KG,DINNER
3420,2025-05-14,Ind4,601618,Mirch Ka Salan - Cf,4.03,KG,LUNCH
3421,2025-05-14,Ind4,601944,Paneer Mutter - Cost Food,2.99,KG,LUNCH
3422,2025-05-14,Ind4,602579,Toor Dal Tadka,4.03,KG,LUNCH
3423,2025-05-14,Mar28,601859,Palak Paneer - B Q T,40.3,KG,LUNCH
3424,2025-05-14,Mar28,611384,Kaddu Ki Subzi,33.15,KG,LUNCH
3425,2025-05-14,Mar28,611547,Khatti Meethi Dal,44.85,KG,LUNCH
3426,2025-05-14,McK8,601555,Masoor Dal Tadka,4.0,KG,LUNCH
3427,2025-05-14,McK8,601925,Paneer Hara Payza Masala - Cost Food,4.0,KG,LUNCH
3428,2025-05-14,Mot17,600755,Dal Fry,7.504,KG,LUNCH
