row_id,date,customer_name,material_code,material_description,pick_qty,pick_uom,menu_type
1085,2025-05-15,Ind4,602220,Salad Bar_Live Station,15.0,EA,LUNCH
1086,2025-05-15,Ind4,602698,Vegetable Cutlet,15.0,EA,LUNCH
1087,2025-05-15,Mar28,600630,Corn And Cucumber Salad,55.8,KG,LUNCH
1088,2025-05-15,McK8,601093,Herb Roasted Potato,4.0,KG,LUNCH
1089,2025-05-15,McK8,601502,Mango Kosambari,1.0,KG,LUNCH
1090,2025-05-15,Mot17,603755,Peanut Salad,1.904,KG,LUNCH
1091,2025-05-15,NUT18,601017,Green Salad,18.7,KG,LUNCH
1092,2025-05-15,PEG9,602217,Salad Bar _Cf_H,4.4,KG,LUNCH
1093,2025-05-15,PEG9,602748,Vegetarian Burritos - Wheat Tortillas,220.0,EA,LUNCH
1094,2025-05-15,Pho10,600334,Cajun Dusted Grilled Chicken Breast,30.8,KG,LUNCH
1095,2025-05-15,Pho10,600449,Chicken Burger,1001.0,EA,LUNCH
1096,2025-05-15,Pho10,602217,Salad Bar _Cf_H,90.2,KG,LUNCH
1097,2025-05-15,Pho10,602627,Veg Burger,899.8,EA,LUNCH
1098,2025-05-15,Pos20,602228,Saladbar_Tuesday,3.0,KG,LUNCH
1099,2025-05-15,Pos20,612459,Peri Peri Potato Chunks,4.5,KG,LUNCH
1100,2025-05-15,RUB21,602024,Pistou Soup - Hc,5.16,L,LUNCH
1101,2025-05-15,RUB21,602182,Roasted Tomato Soup,4.94,L,DINNER
1102,2025-05-15,RUB21,611671,Chicken And Lemon Soup,5.16,L,LUNCH
1103,2025-05-15,RUB21,611823,Chicken Manchow Soup,4.94,L,DINNER
1104,2025-05-15,RUB21,611854,Quinoa Porridge,15.08,KG,DINNER
1105,2025-05-15,SBM22,601017,Green Salad,15.0,KG,LUNCH
1106,2025-05-15,UBE12,600259,Boiled Egg_Cf,1200.0,EA,BREAKFAST
1107,2025-05-15,UBE12,601969,Pasta Fusilli Pasta Boiled,33.3,KG,LUNCH
1108,2025-05-15,UBE12,611823,Chicken Manchow Soup,23.4,L,LUNCH
1109,2025-05-15,UBE12,611825,Creamy Veg Macaroni Soup,23.4,L,LUNCH
1110,2025-05-15,UBE12,612427,Pesto Sauce,23.4,KG,LUNCH
1111,2025-05-15,Xia13,600670,Cream Of Tomato Soup,8.8,L,LUNCH
1112,2025-05-15,BAN1,602009,Pickle 5Kg,0.75,KG,BQT LUNCH
1113,2025-05-15,BAN1,602858,Butter Chiplet_Onsite,1.05,KG,BQT LUNCH
1114,2025-05-15,Aka29,602054,Poori,200.0,EA,BREAKFAST
1115,2025-05-15,BAN1,602480,Tawa Paratha,90.0,EA,BQT LUNCH
1116,2025-05-15,Gre3,600094,Aloo Paratha_Cf,160.0,EA,BREAKFAST
1117,2025-05-15,AMA6,600830,Egg Curry,6.3,KG,LUNCH
1118,2025-05-15,Aka29,601729,Murgh Tikka_Cbl,14.0,KG,LUNCH
1119,2025-05-15,BAN1,600957,Goan Fish Curry -Cf,2.1,KG,BQT LUNCH
1120,2025-05-15,Gre3,600416,Chettinad Pepper Egg Masala,62.4,KG,DINNER
1121,2025-05-15,Gre3,600839,Egg Roast,25.0,KG,LUNCH
1122,2025-05-15,HP 15,600525,Chicken Nilgiri Kurma _Bone,3.0,KG,LUNCH
1123,2025-05-15,HP 15,601664,Murg Saag Wala _Bone,2.8,KG,DINNER
1124,2025-05-15,HP 15,611895,Rogini Murgh,1.95,KG,LUNCH
1125,2025-05-15,HP 16,600525,Chicken Nilgiri Kurma _Bone,2.8,KG,LUNCH
1126,2025-05-15,HP 16,601664,Murg Saag Wala _Bone,3.015,KG,DINNER
1127,2025-05-15,HP 16,611895,Rogini Murgh,1.82,KG,LUNCH
1128,2025-05-15,Ind4,600865,Fish Amritsari,2.0,KG,LUNCH
1129,2025-05-15,Mot17,601795,Nellore Chicken Curry_Bone,6.496,KG,LUNCH
1130,2025-05-15,NUT18,611449,Chicken Sukka,18.7,KG,LUNCH
1131,2025-05-15,PEG9,600839,Egg Roast,8.8,KG,LUNCH
1132,2025-05-15,Pho10,611895,Rogini Murgh,121.0,KG,LUNCH
1133,2025-05-15,Pos20,600496,Chicken Kabab_Cbl,6.0,KG,LUNCH
1134,2025-05-15,Pos20,600523,Chicken Nilgiri Kurma _Cbl,7.5,KG,LUNCH
1135,2025-05-15,RUB21,600546,Chicken Stew _Bqt_Cbl,5.94,KG,BREAKFAST
1136,2025-05-15,RUB21,601521,Masala Akuri,9.89,KG,LUNCH
1137,2025-05-15,RUB21,601728,Murgh Tawa Masala _Cbl,24.94,KG,LUNCH
1138,2025-05-15,RUB21,611449,Chicken Sukka,24.96,KG,DINNER
1139,2025-05-15,RUB21,611667,Champaran Mutton,27.09,KG,LUNCH
1140,2025-05-15,THE24,600307,Butter Chicken Masala  Bqt_Cbl,9.96,KG,LUNCH
1141,2025-05-15,UBE12,600839,Egg Roast,23.4,KG,LUNCH
1142,2025-05-15,UBE12,611895,Rogini Murgh,56.7,KG,LUNCH
1143,2025-05-15,Xia13,600840,Egg Roast Masala,31.35,KG,LUNCH
1144,2025-05-15,AMA6,600059,Aloo Gobi Masala,172.2,KG,LUNCH
1145,2025-05-15,AMA6,601860,Palak Paneer - Cost Food,191.1,KG,LUNCH
1146,2025-05-15,AMA6,601902,Paneer Tikka,71.4,KG,LUNCH
1147,2025-05-15,AMA6,602817,Yellow Moong Dal Tadka-Cf-H,161.7,KG,LUNCH
1148,2025-05-15,Aka29,601077,Hara Moong Dal Tadka,14.0,KG,LUNCH
1149,2025-05-15,Aka29,601424,Lobia Masala,14.0,KG,LUNCH
1150,2025-05-15,Aka29,612422,Aloo Subzi,11.8,KG,BREAKFAST
1151,2025-05-15,BAN1,600130,Arhar Dal Lasooni Tadka_Cf_H,3.0,KG,BQT LUNCH
1152,2025-05-15,BAN1,600588,Choley Masala,1.05,KG,BQT LUNCH
1153,2025-05-15,BAN1,601859,Palak Paneer - B Q T,1.05,KG,BQT LUNCH
1154,2025-05-15,BAN1,601905,Paneer Tikka Khati Roll,20.1,EA,BQT LUNCH
1155,2025-05-15,BAN1,601920,Paneer Butter Masala - B Q T,3.0,KG,BQT LUNCH
1156,2025-05-15,BAN1,611690,Gajar Methi,1.05,KG,BQT LUNCH
1157,2025-05-15,Boe2,600769,Dal Panchmel,96.0,KG,LUNCH
1158,2025-05-15,FAI14,600761,Dal Makhani,0.0,KG,LUNCH
1159,2025-05-15,FAI14,600813,Dum Aloo Kashmiri - Cost Food,0.0,KG,LUNCH
1160,2025-05-15,FAI14,611384,Kaddu Ki Subzi,0.0,KG,LUNCH
1161,2025-05-15,GSK30,600778,Dal Trivedi,19.0,KG,LUNCH
1162,2025-05-15,GSK30,601424,Lobia Masala,19.0,KG,LUNCH
1163,2025-05-15,GSK30,602406,Subzi Nizami Hundi,13.3,KG,LUNCH
1164,2025-05-15,GSK30,602602,Turai Ki Sabzi,9.5,KG,LUNCH
1165,2025-05-15,Gre3,600588,Choley Masala,16.0,KG,BREAKFAST
1166,2025-05-15,Gre3,601876,Paneer Butter Masala,84.0,KG,DINNER
1167,2025-05-15,Gre3,601881,Paneer Khati Roll,416.5,EA,LUNCH
1168,2025-05-15,Gre3,602581,Toor Dal Tadka-Cf-L,57.6,KG,DINNER
1169,2025-05-15,Gre3,612260,Vegetable Posto,33.5,KG,LUNCH
1170,2025-05-15,HP 15,600769,Dal Panchmel,13.95,KG,LUNCH
1171,2025-05-15,HP 15,601517,Mangodi Mutter Ki Subzi,3.6,KG,DINNER
1172,2025-05-15,HP 15,601618,Mirch Ka Salan - Cf,1.5,KG,LUNCH
1173,2025-05-15,HP 15,601762,Mutter Paneer - Cost Food,12.0,KG,LUNCH
1174,2025-05-15,HP 15,602579,Toor Dal Tadka,2.8,KG,DINNER
1175,2025-05-15,HP 15,611432,Chatpata Mix Veg,7.05,KG,LUNCH
1176,2025-05-15,HP 16,600769,Dal Panchmel,13.02,KG,LUNCH
1177,2025-05-15,HP 16,601517,Mangodi Mutter Ki Subzi,4.005,KG,DINNER
1178,2025-05-15,HP 16,601762,Mutter Paneer - Cost Food,11.2,KG,LUNCH
1179,2025-05-15,HP 16,602579,Toor Dal Tadka,3.015,KG,DINNER
1180,2025-05-15,HP 16,611432,Chatpata Mix Veg,6.58,KG,LUNCH
1181,2025-05-15,Ind4,601944,Paneer Mutter - Cost Food,2.0,KG,LUNCH
1182,2025-05-15,Ind4,611475,Dal Dhokli,2.0,KG,LUNCH
1183,2025-05-15,Mar28,600588,Choley Masala,55.8,KG,LUNCH
1184,2025-05-15,Mar28,600761,Dal Makhani,62.1,KG,LUNCH
1185,2025-05-15,McK8,601078,Hara Moong Dal Tadka-Cf-L,4.0,KG,LUNCH
1186,2025-05-15,Mot17,600778,Dal Trivedi,7.504,KG,LUNCH
1187,2025-05-15,Mot17,601876,Paneer Butter Masala,10.304,KG,LUNCH
1188,2025-05-15,Mot17,611543,Karela Subzi,6.048,KG,LUNCH
1189,2025-05-15,NUT18,602014,Pindi Choley,94.35,KG,LUNCH
1190,2025-05-15,PEG9,601075,Hara Moong Dal Subzi,14.3,KG,LUNCH
1191,2025-05-15,PEG9,612249,Dal Bukhara,16.5,KG,LUNCH
1192,2025-05-15,Pho10,601555,Masoor Dal Tadka,160.6,KG,LUNCH
1193,2025-05-15,Pho10,611832,Punjabi Chole Paneer,180.4,KG,LUNCH
1194,2025-05-15,Pos20,600755,Dal Fry,6.0,KG,LUNCH
1195,2025-05-15,RUB21,600101,Aloo Posto - B Q T,17.01,KG,BREAKFAST
1196,2025-05-15,RUB21,600585,Cholar Dal,22.79,KG,LUNCH
1197,2025-05-15,RUB21,602392,Subzi Jalfrezi - Cost Food,20.21,KG,LUNCH
1198,2025-05-15,RUB21,602741,Vegetable Tikka,22.1,KG,DINNER
1199,2025-05-15,RUB21,611327,Shai Paneer,24.94,KG,LUNCH
1200,2025-05-15,RUB21,611387,Soya Pepper Masala,22.1,KG,DINNER
1201,2025-05-15,RUB21,611547,Khatti Meethi Dal,22.1,KG,DINNER
1202,2025-05-15,SBM22,600755,Dal Fry,14.0,KG,LUNCH
1203,2025-05-15,SBM22,601618,Mirch Ka Salan - Cf,5.0,KG,LUNCH
1204,2025-05-15,SBM22,612448,Vegetable Takatak,5.0,KG,LUNCH
1205,2025-05-15,Sam5,600059,Aloo Gobi Masala,44.2,KG,LUNCH
1206,2025-05-15,Sam5,600245,Biryani Ka Salan,22.1,KG,LUNCH
1207,2025-05-15,Sam5,600761,Dal Makhani,127.5,KG,LUNCH
1208,2025-05-15,Sam5,601248,Karela Khatta Meetha,44.2,KG,LUNCH
1209,2025-05-15,Sam5,601604,Millets Khichdi,6.3,KG,BREAKFAST
1210,2025-05-15,Sam5,601929,Paneer Kadai Masala - Cost Food,127.5,KG,LUNCH
1211,2025-05-15,Sam5,602115,Rajma Raseela,202.3,KG,LUNCH
1212,2025-05-15,Sam5,602399,Subzi Makhani - B Q T,71.4,KG,LUNCH
1213,2025-05-15,THE24,600235,Bhindi Tomato Masala,9.96,KG,LUNCH
1214,2025-05-15,THE24,600766,Dal Palak,8.04,KG,LUNCH
1215,2025-05-15,THE24,602646,Veg Kathi Roll,3.96,EA,LUNCH
1216,2025-05-15,THE24,611746,Mushroom Pepper Masala Dry,9.0,KG,LUNCH
1217,2025-05-15,UBE12,601761,Mutter Paneer Makhanwala,75.6,KG,LUNCH
1218,2025-05-15,UBE12,612249,Dal Bukhara,94.5,KG,LUNCH
1219,2025-05-15,WM 27,600007,Achari Bhindi Masala_Cf,38.25,KG,DINNER
1220,2025-05-15,WM 27,600245,Biryani Ka Salan,20.25,KG,DINNER
1221,2025-05-15,WM 27,600245,Biryani Ka Salan,68.9,KG,LUNCH
1222,2025-05-15,WM 27,601077,Hara Moong Dal Tadka,42.0,KG,DINNER
1223,2025-05-15,WM 27,601077,Hara Moong Dal Tadka,381.6,KG,LUNCH
1224,2025-05-15,WM 27,601604,Millets Khichdi,280.0,KG,BREAKFAST
1225,2025-05-15,WM 27,612118,Mangodi Kadi,39.75,KG,DINNER
1226,2025-05-15,WM 27,612256,Tindly Do Pyaza,302.1,KG,LUNCH
1227,2025-05-15,WM 27,612260,Vegetable Posto,302.1,KG,LUNCH
1228,2025-05-15,Xia13,600769,Dal Panchmel,31.35,KG,LUNCH
1229,2025-05-15,Xia13,601449,Makai Palak - Cost Food,17.6,KG,LUNCH
1230,2025-05-15,Xia13,602706,Vegetable Kolhapuri,27.5,KG,LUNCH
1231,2025-05-15,Xia13,612130,Meetha Pani,8.8,L,LUNCH
1232,2025-05-15,Sam5,603323,Rasmalai_Ub_25 Gram,436.9,EA,LUNCH
1233,2025-05-15,Xia13,611551,Khatta Pani,18.7,L,LUNCH
1234,2025-05-15,AMA6,602363,Steamed Rice - Bullet Rice,172.2,KG,LUNCH
1235,2025-05-15,AMA6,611341,Hyd Chicken Biryani,29.4,KG,LUNCH
1236,2025-05-15,Aka29,601158,Jeera Pulao - Bullet Rice,16.8,KG,LUNCH
1237,2025-05-15,Aka29,602363,Steamed Rice - Bullet Rice,14.0,KG,LUNCH
1238,2025-05-15,BAN1,600446,Chicken Biryani-Bqt_Alishan Bm,6.0,KG,BQT LUNCH
1239,2025-05-15,BAN1,601126,Hyderabadi Veg Biryani - Basmathi Rice,3.0,KG,BQT LUNCH
1240,2025-05-15,BAN1,602356,Steamed _Kollam Rice,3.0,KG,BQT LUNCH
1241,2025-05-15,Boe2,602363,Steamed Rice - Bullet Rice,96.0,KG,LUNCH
1242,2025-05-15,FAI14,601203,Kala Moti Channa Pulao_Alishan Bm,0.0,KG,LUNCH
1243,2025-05-15,FAI14,602363,Steamed Rice - Bullet Rice,0.0,KG,LUNCH
1244,2025-05-15,GSK30,611520,Hariyali Pulao,30.4,KG,LUNCH
1245,2025-05-15,Gre3,602352,Steamed Bullet Rice,84.0,KG,DINNER
1246,2025-05-15,Gre3,602352,Steamed Bullet Rice,37.5,KG,LUNCH
1247,2025-05-15,Gre3,602362,Steamed Red Rice,42.0,KG,DINNER
1248,2025-05-15,Gre3,602362,Steamed Red Rice,16.5,KG,LUNCH
1249,2025-05-15,HP 15,601269,Kashmiri Pulao - Sona Masoori Rice,3.6,KG,DINNER
1250,2025-05-15,HP 15,602364,Steamed Sona Masoori Rice,7.2,KG,DINNER
1251,2025-05-15,HP 15,602364,Steamed Sona Masoori Rice,22.05,KG,LUNCH
1252,2025-05-15,HP 15,602866,Chicken Biryani-Cf-H_Alishan Bm,10.05,KG,LUNCH
1253,2025-05-15,HP 16,601269,Kashmiri Pulao - Sona Masoori Rice,4.005,KG,DINNER
1254,2025-05-15,HP 16,602364,Steamed Sona Masoori Rice,8.01,KG,DINNER
1255,2025-05-15,HP 16,602364,Steamed Sona Masoori Rice,20.58,KG,LUNCH
1256,2025-05-15,HP 16,602866,Chicken Biryani-Cf-H_Alishan Bm,9.38,KG,LUNCH
1257,2025-05-15,Ind4,602364,Steamed Sona Masoori Rice,3.0,KG,LUNCH
1258,2025-05-15,Ind4,611995,Gujarat Masala Bath,3.0,KG,LUNCH
1259,2025-05-15,Mar28,602356,Steamed _Kollam Rice,48.6,KG,LUNCH
1260,2025-05-15,Mar28,602362,Steamed Red Rice,41.4,KG,LUNCH
1261,2025-05-15,McK8,602356,Steamed _Kollam Rice,4.0,KG,LUNCH
1262,2025-05-15,Mot17,602364,Steamed Sona Masoori Rice,7.504,KG,LUNCH
1263,2025-05-15,Mot17,611583,Palak Pulao,10.304,KG,LUNCH
1264,2025-05-15,NUT18,601651,Mughali Chicken Biryani-H-Cf,207.4,KG,LUNCH
1265,2025-05-15,NUT18,602356,Steamed _Kollam Rice,66.3,KG,LUNCH
1266,2025-05-15,PEG9,602362,Steamed Red Rice,4.4,KG,LUNCH
1267,2025-05-15,PEG9,602363,Steamed Rice - Bullet Rice,15.4,KG,LUNCH
1268,2025-05-15,PEG9,611410,Bhute Ki Tehari,18.7,KG,LUNCH
1269,2025-05-15,Pho10,601126,Hyderabadi Veg Biryani - Basmathi Rice,189.2,KG,LUNCH
1270,2025-05-15,Pho10,602356,Steamed _Kollam Rice,149.6,KG,LUNCH
1271,2025-05-15,Pos20,602362,Steamed Red Rice,3.0,KG,LUNCH
1272,2025-05-15,Pos20,602364,Steamed Sona Masoori Rice,6.0,KG,LUNCH
1273,2025-05-15,RUB21,600440,Chicken Biryani Rice-Cf-L_Alishan Bm,60.06,KG,DINNER
1274,2025-05-15,RUB21,602351,Steamed Brown Rice,8.17,KG,LUNCH
1275,2025-05-15,RUB21,602356,Steamed _Kollam Rice,35.1,KG,DINNER
1276,2025-05-15,RUB21,602356,Steamed _Kollam Rice,36.98,KG,LUNCH
1277,2025-05-15,RUB21,602362,Steamed Red Rice,9.88,KG,DINNER
1278,2025-05-15,RUB21,602626,Veg Biryani_Kollam Rice,44.98,KG,DINNER
1279,2025-05-15,RUB21,611394,Soya Chunks Pulao,34.83,KG,LUNCH
1280,2025-05-15,SBM22,600448,Chicken Biryani-Cf-L_Bone,45.0,KG,LUNCH
1281,2025-05-15,SBM22,601128,Hyderabadi Veg Biryani - Smr,12.0,KG,LUNCH
1282,2025-05-15,SBM22,602364,Steamed Sona Masoori Rice,25.0,KG,LUNCH
1283,2025-05-15,Sam5,601203,Kala Moti Channa Pulao_Alishan Bm,68.0,KG,LUNCH
1284,2025-05-15,Sam5,601589,Methi Pulao_Smr,52.7,KG,LUNCH
1285,2025-05-15,Sam5,602356,Steamed _Kollam Rice,23.8,KG,LUNCH
1286,2025-05-15,Sam5,611340,Chettinad Veg Biriyani,198.9,KG,LUNCH
1287,2025-05-15,THE24,602356,Steamed _Kollam Rice,9.96,KG,LUNCH
1288,2025-05-15,THE24,611520,Hariyali Pulao,12.0,KG,LUNCH
1289,2025-05-15,UBE12,602362,Steamed Red Rice,28.8,KG,LUNCH
1290,2025-05-15,UBE12,602363,Steamed Rice - Bullet Rice,37.8,KG,LUNCH
1291,2025-05-15,WM 27,600107,Ambur Chicken Biryani-Cf-H,129.75,KG,DINNER
1292,2025-05-15,WM 27,601126,Hyderabadi Veg Biryani - Basmathi Rice,349.8,KG,LUNCH
1293,2025-05-15,WM 27,602362,Steamed Red Rice,15.0,KG,DINNER
1294,2025-05-15,WM 27,602362,Steamed Red Rice,79.5,KG,LUNCH
1295,2025-05-15,WM 27,602864,Donne Biryani_Non Veg,800.3,EA,LUNCH
1296,2025-05-15,WM 27,611648,Ambur Veg Biryani,50.25,KG,DINNER
1297,2025-05-15,Xia13,601013,Green Peas Pulao_Smr,12.65,KG,LUNCH
1298,2025-05-15,Xia13,602356,Steamed _Kollam Rice,31.35,KG,LUNCH
1299,2025-05-15,AMA6,600118,Andhra Red Chutney,0.0,KG,BREAKFAST
1300,2025-05-15,AMA6,600201,Beetroot Poriyal,67.2,KG,LUNCH
1301,2025-05-15,AMA6,600939,Ghee Rice_Kollam Rice,191.1,KG,LUNCH
1302,2025-05-15,AMA6,601131,Idly Cf,0.0,EA,BREAKFAST
1303,2025-05-15,AMA6,601408,Lemon Poha,0.0,KG,BREAKFAST
1304,2025-05-15,AMA6,601409,Lemon Rasam,56.7,KG,LUNCH
1305,2025-05-15,AMA6,601410,Lemon Rice_Smr,94.5,KG,LUNCH
1306,2025-05-15,AMA6,601560,Medu Vada,0.0,EA,BREAKFAST
1307,2025-05-15,AMA6,601624,Mix Veg Poriyal,75.6,KG,LUNCH
1308,2025-05-15,AMA6,602530,Tiffin Sambar,0.0,KG,BREAKFAST
1309,2025-05-15,AMA6,602543,Tomato Chutney,0.0,KG,BREAKFAST
1310,2025-05-15,AMA6,602729,Vegetable Sambar,105.0,KG,LUNCH
1311,2025-05-15,Aka29,600602,Coconut Chutney,3.5,KG,BREAKFAST
1312,2025-05-15,Aka29,601160,Jeera Rasam,7.42,KG,LUNCH
1313,2025-05-15,Aka29,602530,Tiffin Sambar,9.4,KG,BREAKFAST
1314,2025-05-15,Aka29,602742,Vegetable Upma,9.4,KG,BREAKFAST
1315,2025-05-15,BAN1,600712,Curd Rice_Bqt,4.05,KG,BQT LUNCH
1316,2025-05-15,BAN1,601507,Mango Lemon Rice_Kollam Rice,2.1,KG,BQT LUNCH
1317,2025-05-15,BAN1,602007,Pepper Rasam,3.0,KG,BQT LUNCH
1318,2025-05-15,Boe2,612227,Coriander Rasam,40.0,KG,LUNCH
1319,2025-05-15,FAI14,600602,Coconut Chutney,14.62,KG,BREAKFAST
1320,2025-05-15,FAI14,601160,Jeera Rasam,0.0,KG,LUNCH
1321,2025-05-15,FAI14,601551,Masala Vada,242.93,EA,BREAKFAST
1322,2025-05-15,FAI14,602164,Ridge Gourd Kootu,0.0,KG,LUNCH
1323,2025-05-15,FAI14,602787,Wheat Upma,14.62,KG,BREAKFAST
1324,2025-05-15,FAI14,612509,Boiled Potato_FG,12.07,KG,BREAKFAST
1325,2025-05-15,GSK30,600967,Gobi Melugu Pertal,7.6,KG,LUNCH
1326,2025-05-15,GSK30,601050,Groundnut Chutney,5.6,KG,BREAKFAST
1327,2025-05-15,GSK30,601131,Idly Cf,70.0,EA,BREAKFAST
1328,2025-05-15,GSK30,601220,Kara Bath,2.8,KG,BREAKFAST
1329,2025-05-15,GSK30,602460,Tamil Nadu Pongal_Smr,2.8,KG,BREAKFAST
1330,2025-05-15,GSK30,602530,Tiffin Sambar,17.5,KG,BREAKFAST
1331,2025-05-15,GSK30,602729,Vegetable Sambar,5.7,KG,LUNCH
1332,2025-05-15,GSK30,611314,Medu Vada Batter,56.0,EA,BREAKFAST
1333,2025-05-15,Gre3,600201,Beetroot Poriyal,73.2,KG,DINNER
1334,2025-05-15,Gre3,600602,Coconut Chutney,8.0,KG,BREAKFAST
1335,2025-05-15,Gre3,600710,Curd Rice - Cf_Br Rice,57.6,KG,DINNER
1336,2025-05-15,Gre3,600710,Curd Rice - Cf_Br Rice,21.0,KG,LUNCH
1337,2025-05-15,Gre3,600847,Ennegayi,33.5,KG,LUNCH
1338,2025-05-15,Gre3,600939,Ghee Rice_Kollam Rice,29.6,KG,BREAKFAST
1339,2025-05-15,Gre3,601961,Paruppu Rasam,39.6,KG,DINNER
1340,2025-05-15,Gre3,602007,Pepper Rasam,15.0,KG,LUNCH
1341,2025-05-15,Gre3,602239,Sambar Sadam_Br Rice,156.0,KG,DINNER
1342,2025-05-15,Gre3,602729,Vegetable Sambar,42.0,KG,DINNER
1343,2025-05-15,Gre3,602729,Vegetable Sambar,16.5,KG,LUNCH
1344,2025-05-15,Gre3,611311,Capsicum Rice Bath,66.5,KG,LUNCH
1345,2025-05-15,Gre3,611484,Drumstick Mango Pachadi,33.5,KG,LUNCH
1346,2025-05-15,Gre3,611504,Garlic Chutney,8.0,KG,BREAKFAST
1347,2025-05-15,HP 15,600103,Aloo Sagu,5.85,KG,BREAKFAST
1348,2025-05-15,HP 15,600236,Bhindi Vepudu,2.8,KG,DINNER
1349,2025-05-15,HP 15,600847,Ennegayi,4.05,KG,LUNCH
1350,2025-05-15,HP 15,601131,Idly Cf,75.15,EA,BREAKFAST
1351,2025-05-15,HP 15,601160,Jeera Rasam,1.95,KG,LUNCH
1352,2025-05-15,HP 15,601260,Karnataka Sambar,2.8,KG,DINNER
1353,2025-05-15,HP 15,601260,Karnataka Sambar,7.95,KG,LUNCH
1354,2025-05-15,HP 15,601560,Medu Vada,36.0,EA,BREAKFAST
1355,2025-05-15,HP 15,602530,Tiffin Sambar,23.85,KG,BREAKFAST
1356,2025-05-15,HP 15,602742,Vegetable Upma,3.6,KG,BREAKFAST
1357,2025-05-15,HP 15,602758,Vermicelli Bath,3.6,KG,BREAKFAST
1358,2025-05-15,HP 15,611311,Capsicum Rice Bath,10.05,KG,LUNCH
1359,2025-05-15,HP 16,600236,Bhindi Vepudu,3.015,KG,DINNER
1360,2025-05-15,HP 16,600602,Coconut Chutney,1.71,KG,BREAKFAST
1361,2025-05-15,HP 16,600847,Ennegayi,3.78,KG,LUNCH
1362,2025-05-15,HP 16,601131,Idly Cf,84.375,EA,BREAKFAST
1363,2025-05-15,HP 16,601160,Jeera Rasam,1.82,KG,LUNCH
1364,2025-05-15,HP 16,601260,Karnataka Sambar,3.015,KG,DINNER
1365,2025-05-15,HP 16,601260,Karnataka Sambar,7.42,KG,LUNCH
1366,2025-05-15,HP 16,601560,Medu Vada,22.5,EA,BREAKFAST
1367,2025-05-15,HP 16,602530,Tiffin Sambar,5.625,KG,BREAKFAST
1368,2025-05-15,HP 16,602758,Vermicelli Bath,3.375,KG,BREAKFAST
1369,2025-05-15,HP 16,611311,Capsicum Rice Bath,9.38,KG,LUNCH
1370,2025-05-15,Ind4,600709,Curd Rice_Br Rice,2.0,KG,LUNCH
1371,2025-05-15,Ind4,601160,Jeera Rasam,2.0,KG,LUNCH
1372,2025-05-15,Ind4,602656,Veg Kurma,2.0,KG,LUNCH
1373,2025-05-15,Ind4,611389,Long Brinjal Poatato Masala,2.0,KG,LUNCH
1374,2025-05-15,Mar28,600183,Beans Poriyal,48.6,KG,LUNCH
1375,2025-05-15,Mar28,600709,Curd Rice_Br Rice,34.2,KG,LUNCH
1376,2025-05-15,Mar28,602007,Pepper Rasam,20.7,KG,LUNCH
1377,2025-05-15,Mar28,602729,Vegetable Sambar,34.2,KG,LUNCH
1378,2025-05-15,Mar28,611528,Iyenger Puliyogare,90.0,KG,LUNCH
1379,2025-05-15,Mar28,611754,Palak Koora Pappu,48.6,KG,LUNCH
1380,2025-05-15,McK8,600247,Bisi Bele Bath_Smr,7.0,KG,LUNCH
1381,2025-05-15,McK8,601160,Jeera Rasam,2.0,KG,LUNCH
1382,2025-05-15,McK8,602708,Vegetable Kurma,4.0,KG,LUNCH
1383,2025-05-15,Mot17,600709,Curd Rice_Br Rice,4.704,KG,LUNCH
1384,2025-05-15,Mot17,601260,Karnataka Sambar,1.904,KG,LUNCH
1385,2025-05-15,Mot17,601961,Paruppu Rasam,1.904,KG,LUNCH
1386,2025-05-15,NUT18,600247,Bisi Bele Bath_Smr,122.4,KG,LUNCH
1387,2025-05-15,NUT18,600709,Curd Rice_Br Rice,37.4,KG,LUNCH
1388,2025-05-15,NUT18,601409,Lemon Rasam,23.8,KG,LUNCH
1389,2025-05-15,NUT18,602143,Raw Banana Bhaji,75.65,KG,LUNCH
1390,2025-05-15,PEG9,600709,Curd Rice_Br Rice,7.7,KG,LUNCH
1391,2025-05-15,PEG9,602007,Pepper Rasam,4.4,KG,LUNCH
1392,2025-05-15,PEG9,612030,Corn And Cabbage Palya,11.0,KG,LUNCH
1393,2025-05-15,Pho10,600710,Curd Rice - Cf_Br Rice,55.0,KG,LUNCH
1394,2025-05-15,Pho10,601160,Jeera Rasam,30.8,KG,LUNCH
1395,2025-05-15,Pho10,601276,Keerai Channa Palya,99.0,KG,LUNCH
1396,2025-05-15,Pho10,602729,Vegetable Sambar,66.0,KG,LUNCH
1397,2025-05-15,Pos20,600268,Bonda Soup,22.5,EA,LUNCH
1398,2025-05-15,Pos20,601352,Kothavarangai Poriyal,6.0,KG,LUNCH
1399,2025-05-15,Pos20,601394,Lemon Capsicum Rice_Smr,6.0,KG,LUNCH
1400,2025-05-15,Pos20,602610,Udupi Kai Kari Kurma,4.5,KG,LUNCH
1401,2025-05-15,Pos20,602729,Vegetable Sambar,3.0,KG,LUNCH
1402,2025-05-15,RUB21,600709,Curd Rice_Br Rice,8.06,KG,DINNER
1403,2025-05-15,RUB21,600709,Curd Rice_Br Rice,8.17,KG,LUNCH
1404,2025-05-15,RUB21,601409,Lemon Rasam,8.17,KG,LUNCH
1405,2025-05-15,RUB21,601560,Medu Vada,190.08,EA,BREAKFAST
1406,2025-05-15,RUB21,602087,Pulissery,22.88,KG,DINNER
